title,author,category,event_type,time,link,location,sub_category
Adversarial Training and Robustness for Multiple Perturbations,Florian Tramer · Dan Boneh,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Devign: Effective Vulnerability Identification by Learning Comprehensive Program Semantics via Graph Neural Networks,Yaqin Zhou · Shangqing Liu · Jingkai Siow · Xiaoning Du · Yang Liu,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Differentially Private Distributed Data Summarization under Covariate Shift,Kanthi Sarpatwar · Karthikeyan Shanmugam · Venkata Sitaramagiridharganesh Ganapavarapu · Ashish Jagmohan · Roman Vaculin,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Private Hypothesis Selection,Mark Bun · Gautam Kamath · Thomas Steinke · Steven Wu,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Facility Location Problem in Differential Privacy Model Revisited ,Yunus Esencayi · Marco Gaboardi · Shi Li · Di Wang,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
KNG: The K-Norm Gradient Mechanism,Matthew Reimherr · Jordan Awan,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Locally Private Learning without Interaction Requires Separation,Amit Daniely · Vitaly Feldman,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Lower Bounds on Adversarial Robustness from Optimal Transport,Arjun Nitin Bhagoji · Daniel Cullina · Prateek Mittal,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
On Differentially Private Graph Sparsification and Applications,Raman Arora · Jalaj Upadhyay,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Privacy-Preserving Q-Learning with Functional Noise in Continuous Spaces,Baoxiang Wang · Nidhi Hegde,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
REM: From Structural Entropy to Community Structure Deception ,Yiwei Liu · Jiamou Liu · Zijian Zhang · Liehuang Zhu · Angsheng Li,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Rethinking Deep Neural Network Ownership Verification: Embedding Passports to Defeat Ambiguity Attacks,Lixin Fan · Kam Woh Ng · Chee Seng Chan,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
SHE: A Fast and Accurate Deep Neural Network for Encrypted Data,Qian Lou · Lei Jiang,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Theoretical evidence for adversarial robustness through randomization,Rafael Pinot · Laurent Meunier · Alexandre Araujo · Hisashi Kashima · Florian Yger · Cedric Gouy-Pailler · Jamal Atif,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15625,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Cross-sectional Learning of Extremal Dependence among Financial Assets,Xing Yan · Qi Wu · Wen Zhang,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15626,East Exhibition Hall B + C,Quantitative Finance and Econometrics
Diffeomorphic Temporal Alignment Nets,Ron A Shapira Weber · Matan Eyal · Nicki Skafte · Oren Shriki · Oren Freifeld,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
DTWNet: a Dynamic Time Warping Network,Xingyu Cai · Tingyang Xu · Jinfeng Yi · Junzhou Huang · Sanguthevar Rajasekaran,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
Enhancing the Locality and Breaking the Memory Bottleneck of Transformer on Time Series Forecasting,Shiyang Li · Xiaoyong Jin · Yao Xuan · Xiyou Zhou · Wenhu Chen · Yu-Xiang Wang · Xifeng Yan,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
Fully Neural Network based Model for General Temporal Point Processes,Takahiro Omi · naonori ueda · Kazuyuki Aihara,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
GRU-ODE-Bayes: Continuous Modeling of Sporadically-Observed Time Series,Edward De Brouwer · Jaak Simm · Adam Arany · Yves Moreau,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
High-dimensional multivariate forecasting with low-rank Gaussian Copula Processes,David Salinas · Michael Bohlke-Schneider · Laurent Callot · Roberto Medico · Jan Gasthaus,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
Learning Latent Process from High-Dimensional Event Sequences via Efficient Sampling,Qitian Wu · Zixuan Zhang · Xiaofeng Gao · Junchi Yan · Guihai Chen,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
Learning Representations for Time Series Clustering,Qianli Ma · Jiawei Zheng · Sen Li · Gary W Cottrell,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
Multi-Resolution Weak Supervision for Sequential Data,Paroma Varma · Frederic Sala · Shiori Sagawa · Jason Fries · Daniel Fu · Saelig Khattar · Ashwini Ramamoorthy · Ke Xiao · Kayvon  Fatahalian · James Priest · Christopher Ré,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
Neural Jump Stochastic Differential Equations,Junteng Jia · Austin Benson,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
Shape and Time Distortion Loss for Training Deep Time Series Forecasting Models,Vincent LE GUEN · Nicolas THOME,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
"Think Globally, Act Locally: A Deep Neural Network Approach to High-Dimensional Time Series Forecasting",Rajat Sen · Hsiang-Fu Yu · Inderjit S Dhillon,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
Unsupervised Scalable Representation Learning for Multivariate Time Series,Jean-Yves Franceschi · Aymeric Dieuleveut · Martin Jaggi,Applications,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15627,East Exhibition Hall B + C,Time Series Analysis
Convergence of Adversarial Training in Overparametrized Neural Networks,Ruiqi Gao · Tianle Cai · Haochuan Li · Cho-Jui Hsieh · Liwei Wang · Jason Lee,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Discriminator optimal transport,Akinori Tanaka,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Learning from Label Proportions with Generative Adversarial Networks,Jiabin Liu · Bo Wang · Zhiquan Qi · YingJie Tian · Yong Shi,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Learning GANs and Ensembles Using Discrepancy,Ben Adlam · Corinna Cortes · Mehryar Mohri · Ningshan Zhang,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
MarginGAN: Adversarial Training in Semi-Supervised Learning,Jinhao Dong · Tong Lin,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Modeling Tabular data using Conditional GAN,Lei Xu · Maria Skoularidou · Alfredo Cuesta-Infante · Kalyan Veeramachaneni,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Beyond the Single Neuron Convex Barrier for Neural Network Certification,Gagandeep Singh · Rupanshu Ganvir · Markus Püschel · Martin Vechev,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Quality Aware Generative Adversarial Networks,KANCHARLA PARIMALA · Sumohana Channappayya,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Random deep neural networks are biased towards simple functions,Giacomo De Palma · Bobak Kiani · Seth Lloyd,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Reducing Noise in GAN Training with Variance Reduced Extragradient,Tatjana Chavdarova · Gauthier Gidel · François Fleuret · Simon Lacoste-Julien,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Self-supervised GAN: Analysis and Improvement with Multi-class Minimax Game,Ngoc-Trung Tran · Viet-Hung Tran · Bao-Ngoc Nguyen · Linxiao Yang · Ngai-Man (Man) Cheung,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
The Point Where Reality Meets Fantasy: Mixed Adversarial Generators for Image Splice Detection,Vladimir V. Kniaz · Vladimir Knyaz · Fabio Remondino,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Training Language GANs from Scratch,Cyprien de Masson d'Autume · Shakir Mohamed · Mihaela Rosca · Jack Rae,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
Zero-shot Knowledge Transfer via Adversarial Belief Matching,Paul Micaelli · Amos Storkey,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15628,East Exhibition Hall B + C,Adversarial Networks
A General Theory of Equivariant CNNs on Homogeneous Spaces,Taco S Cohen · Mario Geiger · Maurice Weiler,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Abstraction based Output Range Analysis for Neural Networks,Pavithra Prabhakar · Zahra Rahimi Afzal,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
ANODEV2: A Coupled Neural ODE Framework,Tianjun Zhang · Zhewei Yao · Amir Gholami · Joseph Gonzalez · Kurt Keutzer · Michael W Mahoney · George Biros,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Cascaded Dilated Dense Network with Two-step Data Consistency for MRI Reconstruction,Hao Zheng · Faming Fang · Guixu Zhang,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
CNN^{2}: Viewpoint Generalization via a Binocular Vision,Wei-Da Chen · Shan-Hung (Brandon) Wu,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
CondConv: Conditionally Parameterized Convolutions for Efficient Inference,Brandon Yang · Gabriel Bender · Quoc V Le · Jiquan Ngiam,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Convolution with even-sized kernels and symmetric padding,Shuang Wu · Guanrui Wang · Pei Tang · Feng Chen · Luping Shi,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Deep Active Learning with a Neural Architecture Search,Yonatan Geifman · Ran El-Yaniv,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Deep Scale-spaces: Equivariance Over Scale,Daniel Worrall · Max Welling,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
DFNets: Spectral CNNs for Graphs with Feedback-Looped Filters,W. O. K. Asiri Suranga Wijesinghe · Qing Wang,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Exploring Unexplored Tensor Network Decompositions for Convolutional Neural Networks,Kohei Hayashi · Taiki Yamaguchi · Yohei Sugawara · Shin-ichi Maeda,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Finding the Needle in the Haystack with Convolutions: on the benefits of architectural bias,Stéphane d'Ascoli · Levent Sagun · Giulio Biroli · Joan Bruna,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Fixing the train-test resolution discrepancy,Hugo Touvron · Andrea Vedaldi · Matthijs Douze · Herve Jegou,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Gaussian-Based Pooling for Convolutional Neural Networks,Takumi Kobayashi,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
General E(2)-Equivariant Steerable CNNs,Maurice Weiler · Gabriele Cesa,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Learning Stable Deep Dynamics Models,J. Zico Kolter · Gaurav Manek,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Neural Similarity Learning,Weiyang Liu · Zhen Liu · James M Rehg · Le Song,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Cross-channel Communication Networks,Jianwei Yang · Zhile Ren · Chuang Gan · Hongyuan Zhu · Devi Parikh,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Positional Normalization,Boyi Li · Felix Wu · Kilian Weinberger · Serge Belongie,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Powerset Convolutional Neural Networks,Chris Wendler · Markus Püschel · Dan Alistarh,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Preventing Gradient Attenuation in Lipschitz Constrained Convolutional Networks,Qiyang Li · Saminul Haque · Cem Anil · James Lucas · Roger Grosse · Joern-Henrik Jacobsen,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Self-Routing Capsule Networks,Taeyoung Hahn · Myeongjang Pyeon · Gunhee Kim,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
Temporal FiLM: Capturing Long-Range Sequence Dependencies with Feature-Wise Modulations.,Sawyer Birnbaum · Volodymyr Kuleshov · Zayd Enam · Pang Wei Koh · Stefano Ermon,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15629,East Exhibition Hall B + C,CNN Architectures
A Fourier Perspective on Model Robustness in Computer Vision,Dong Yin · Raphael Gontijo Lopes · Ekin Dogus Cubuk · Justin Gilmer · Jon Shlens,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
A Graph Theoretic Framework of Recomputation Algorithms for Memory-Efficient Backpropagation,Mitsuru Kusumoto · Takuya Inoue · Gentaro Watanabe · Takuya Akiba · Masanori Koyama,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
A Mean Field Theory of Quantized Deep Networks: The Quantization-Depth Trade-Off,Yaniv Blumenfeld · Dar Gilboa · Daniel Soudry,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
AutoAssist: A Framework to Accelerate Training of Deep Neural Networks,Jiong Zhang · Hsiang-Fu Yu · Inderjit S Dhillon,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
Backprop with Approximate Activations for Memory-efficient Network Training,Ayan Chakrabarti · Benjamin Moseley,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
Bridging Machine Learning and Logical Reasoning by Abductive Learning,Wang-Zhou Dai · Qiuling Xu · Yang Yu · Zhi-Hua Zhou,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
"E2-Train: Energy-Efficient Deep Network Training with Data-, Model-, and Algorithm-Level Saving",Ziyu Jiang · Yue Wang · Xiaohan Chen · Pengfei Xu · Yang Zhao · Yingyan Lin · Zhangyang Wang,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
Hybrid 8-bit Floating Point (HFP8) Training and Inference for Deep Neural Networks,Xiao Sun · Jungwook Choi · Chia-Yu Chen · Naigang Wang · Swagath Venkataramani · Vijayalakshmi (Viji) Srinivasan · Xiaodong Cui · Wei Zhang · Kailash Gopalakrishnan,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
Initialization of ReLUs for Dynamical Isometry,Rebekka Burkholz · Alina Dubatovka,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
Invert to Learn to Invert,Patrick Putzky · Max Welling,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
Learning Data Manipulation for Augmentation and Weighting,Zhiting Hu · Bowen Tan · Russ Salakhutdinov · Tom Mitchell · Eric Xing,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
Robust Bi-Tempered Logistic Loss Based on Bregman Divergences,Ehsan Amid · Manfred K. Warmuth · Rohan Anil · Tomer Koren,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
When does label smoothing help?,Rafael Müller · Simon Kornblith · Geoffrey E Hinton,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15630,East Exhibition Hall B + C,Efficient Training Methods
Explaining Landscape Connectivity of Low-cost Solutions for Multilayer Nets,Rohith Kuditipudi · Xiang Wang · Holden Lee · Yi Zhang · Zhiyuan Li · Wei Hu · Rong Ge · Sanjeev Arora,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
Leader Stochastic Gradient Descent for Distributed Training of Deep Learning Models,Yunfei Teng · Wenbo Gao · François Chalus · Anna Choromanska · Donald Goldfarb · Adrian Weller,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
Learning Neural Networks with Adaptive Regularization,Han Zhao · Yao-Hung Hubert Tsai · Russ Salakhutdinov · Geoffrey Gordon,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
Memory Efficient Adaptive Optimization,Rohan Anil · Vineet Gupta · Tomer Koren · Yoram Singer,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
On the Convergence Rate of Training Recurrent Neural Networks,Zeyuan Allen-Zhu · Yuanzhi Li · Zhao Song,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
SGD on Neural Networks Learns Functions of Increasing Complexity,Dimitris Kalimeris · Gal Kaplun · Preetum Nakkiran · Benjamin Edelman · Tristan Yang · Boaz Barak · Haofeng Zhang,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
Towards Understanding the Importance of Shortcut Connections in Residual Networks,Tianyi Liu · Minshuo Chen · Mo Zhou · Simon Du · Enlu Zhou · Tuo Zhao,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
Trivializations for Gradient-Based Optimization on Manifolds,Mario Lezcano Casado,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
Using Statistics to Automate Stochastic Optimization,Hunter Lang · Lin Xiao · Pengchuan Zhang,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
Which Algorithmic Choices Matter at Which Batch Sizes?  Insights From a Noisy Quadratic Model,Guodong Zhang · Lala Li · Zachary Nado · James Martens · Sushant Sachdeva · George Dahl · Chris Shallue · Roger Grosse,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient Descent,Jaehoon Lee · Lechao Xiao · Samuel Schoenholz · Yasaman Bahri · Roman Novak · Jascha Sohl-Dickstein · Jeffrey Pennington,Deep Learning,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15631,East Exhibition Hall B + C,Optimization for Deep Networks
A Bayesian Theory of Conformity in Collective Decision Making,Koosha Khalvati · Saghar Mirbagheri · Seongmin A. Park · Jean-Claude Dreher · Rajesh PN Rao,Neuroscience and Cognitive Science,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15632,East Exhibition Hall B + C,Cognitive Science
Modeling Expectation Violation in Intuitive Physics with Coarse Probabilistic Object Representations,Kevin Smith · Lingjie Mei · Shunyu Yao · Jiajun Wu · Elizabeth Spelke · Josh Tenenbaum · Tomer Ullman,Neuroscience and Cognitive Science,Poster,Thu Dec 12th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15632,East Exhibition Hall B + C,Cognitive Science
