title,author,category,event_type,time,link,location,sub_category
A Game Theoretic Approach to Class-wise Selective Rationalization,Shiyu Chang · Yang Zhang · Mo Yu · Tommi Jaakkola,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
A Little Is Enough: Circumventing Defenses For Distributed Learning,Gilad Baruch · Moran Baruch · Yoav Goldberg,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
A New Defense Against Adversarial Images: Turning a Weakness into a Strength,Shengyuan Hu · Tao Yu · Chuan Guo · Wei-Lun Chao · Kilian Weinberger,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Tight Certificates of Adversarial Robustness for Randomly Smoothed Classifiers,Guang-He Lee · Yang Yuan · Shiyu Chang · Tommi Jaakkola,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Adversarial training for free!,Ali Shafahi · Mahyar Najibi · Mohammad Amin Ghiasi · Zheng Xu · John Dickerson · Christoph Studer · Larry Davis · Gavin Taylor · Tom Goldstein,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Certifiable Robustness to Graph Perturbations,Aleksandar Bojchevski · Stephan Günnemann,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Certified Adversarial Robustness with Additive Noise,Bai Li · Changyou Chen · Wenlin Wang · Lawrence Carin,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Defense Against Adversarial Attacks Using Feature Scattering-based Adversarial Training,Haichao Zhang · Jianyu Wang,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Efficient online learning with kernels for adversarial large scale problems,Rémi Jézéquel · Pierre Gaillard · Alessandro Rudi,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Empirically Measuring Concentration: Fundamental Limits on Intrinsic Robustness,Saeed Mahloujifar · Xiao Zhang · Mohammad Mahmoody · David Evans,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Error Correcting Output Codes Improve Probability Estimation and Adversarial Robustness of Deep Neural Networks,Gunjan Verma · Ananthram Swami,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Learning from Bad Data via Generation,Tianyu Guo · Chang Xu · Boxin Shi · Chao Xu · Dacheng Tao,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Multi-marginal Wasserstein GAN,Jiezhang Cao · Langyuan Mo · Yifan Zhang · Kui Jia · Chunhua Shen · Mingkui Tan,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
ResNets Ensemble via the Feynman-Kac Formalism to Improve Natural and Robust Accuracies,Bao Wang · Zuoqiang  Shi · Stanley Osher,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Subspace Attack: Exploiting Promising Subspaces for Query-Efficient Black-box Attacks,Yiwen Guo · Ziang Yan · Changshui Zhang,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
ZO-AdaMM: Zeroth-Order Adaptive Momentum Method for Black-Box Optimization,Xiangyi Chen · Sijia Liu · Kaidi Xu · Xingguo Li · Xue Lin · Mingyi Hong · David Cox,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15493,East Exhibition Hall B + C,Adversarial Learning
Blocking Bandits,Soumya Basu · Rajat Sen · Sujay Sanghavi · Sanjay Shakkottai,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
Combinatorial Bandits with Relative Feedback ,Aadirupa Saha · Aditya Gopalan,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
Decentralized Cooperative Stochastic Bandits,David Martínez-Rubio · Varun Kanade · Patrick Rebeschini,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
Doubly-Robust Lasso Bandit,Gi-Soo Kim · Myunghee Cho Paik,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
Efficient Pure Exploration in Adaptive Round model,tianyuan jin · Jieming SHI · Xiaokui Xiao · Enhong Chen,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
Epsilon-Best-Arm Identification in Pay-Per-Reward Multi-Armed Bandits,Sivan Sabato,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
Nonstochastic Multiarmed Bandits with Unrestricted Delays,Tobias Sommer Thune · Nicolò Cesa-Bianchi · Yevgeny Seldin,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
On the Optimality of Perturbations in Stochastic and Adversarial Multi-armed Bandit Problems,Baekjin Kim · Ambuj Tewari,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
Phase Transitions and Cyclic Phenomena in Bandits with Switching Constraints,David Simchi-Levi · Yunzong Xu,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
Polynomial Cost of Adaptation for X-Armed Bandits,Hedi Hadiji,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
Semi-Parametric Dynamic Contextual Pricing,Virag Shah · Ramesh Johari · Jose Blanchet,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15494,East Exhibition Hall B + C,Bandit Algorithms
Coresets for Clustering with Fairness Constraints,Lingxiao Huang · Shaofeng Jiang · Nisheeth Vishnoi,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Correlation Clustering with Adaptive Similarity Queries,Marco Bressan · Nicolò Cesa-Bianchi · Andrea Paudice · Fabio Vitale,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Correlation clustering with local objectives,Sanchit Kalhan · Konstantin Makarychev · Timothy Zhou,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Foundations of Comparison-Based Hierarchical Clustering,Debarghya Ghoshdastidar · Michaël Perrot · Ulrike von Luxburg,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Fully Dynamic Consistent Facility Location,Vincent Cohen-Addad · Niklas Oskar D Hjuler · Nikos Parotsidis · David Saulpic · Chris Schwiegelshohn,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Greedy Sampling for Approximate Clustering in the Presence of Outliers,Aditya Bhaskara · Sharvaree Vadgama · Hong Xu,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
k-Means Clustering of Lines for Big Data,Yair Marom · Dan Feldman,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Near Neighbor: Who is the Fairest of Them All?,Sariel Har-Peled · Sepideh Mahabadi,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Random Projections and Sampling Algorithms for Clustering of High-Dimensional Polygonal Curves,Stefan Meintrup · Alexander Munteanu · Dennis Rohde,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Same-Cluster Querying for Overlapping Clusters,Wasim Huleihel · Arya Mazumdar · Muriel Medard · Soumyabrata Pal,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Selective Sampling-based Scalable Sparse Subspace Clustering,Shin Matsushima · Maria Brbic,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Spectral Modification of Graphs for Improved Spectral Clustering,Ioannis Koutis · Huong Le,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Subquadratic High-Dimensional Hierarchical Clustering,Amir Abboud · Vincent Cohen-Addad · Hussein Houdrouge,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Ultra Fast Medoid Identification via Correlated Sequential Halving,Tavor Baharav · David Tse,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Ultrametric Fitting by Gradient Descent,Giovanni Chierchia · Benjamin Perret,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15495,East Exhibition Hall B + C,Clustering
Backpropagation-Friendly Eigendecomposition,Wei Wang · Zheng Dang · Yinlin Hu · Pascal Fua · Mathieu Salzmann,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15496,East Exhibition Hall B + C,"Components Analysis (e.g., CCA, ICA, LDA, PCA)"
Learning-Based Low-Rank Approximations,Piotr Indyk · Ali Vakilian · Yang Yuan,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15496,East Exhibition Hall B + C,"Components Analysis (e.g., CCA, ICA, LDA, PCA)"
Likelihood-Free Overcomplete ICA and Applications In Causal Discovery,Chenwei DING · Mingming Gong · Kun Zhang · Dacheng Tao,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15496,East Exhibition Hall B + C,"Components Analysis (e.g., CCA, ICA, LDA, PCA)"
Sobolev Independence Criterion ,Youssef Mroueh · Tom Sercu · Mattia Rigotti · Inkit Padhi · Cicero Nogueira dos Santos,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15496,East Exhibition Hall B + C,"Components Analysis (e.g., CCA, ICA, LDA, PCA)"
Towards a Zero-One Law for Column Subset Selection,Zhao Song · David Woodruff · Peilin Zhong,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15496,East Exhibition Hall B + C,"Components Analysis (e.g., CCA, ICA, LDA, PCA)"
Fisher Efficient Inference of Intractable Models,Song Liu · Takafumi Kanamori · Wittawat Jitkrittum · Yu Chen,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15497,East Exhibition Hall B + C,Density Estimation
Learning Distributions Generated by One-Layer ReLU Networks,Shanshan Wu · Alexandros Dimakis · Sujay Sanghavi,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15497,East Exhibition Hall B + C,Density Estimation
On Fenchel Mini-Max Learning,Chenyang Tao · Liqun Chen · Shuyang Dai · Junya Chen · Ke Bai · Dong Wang · Jianfeng Feng · Wenlian Lu · Georgiy Bobashev · Lawrence Carin,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15497,East Exhibition Hall B + C,Density Estimation
Practical and Consistent Estimation of f-Divergences,Paul Rubenstein · Olivier Bousquet · Josip Djolonga · Carlos Riquelme · Ilya Tolstikhin,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15497,East Exhibition Hall B + C,Density Estimation
Re-examination of the Role of Latent Variables in Sequence Modeling,Guokun Lai · Zihang Dai · Yiming Yang · Shinjae Yoo,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15497,East Exhibition Hall B + C,Density Estimation
Space and Time Efficient Kernel Density Estimation in High Dimensions,Arturs Backurs · Piotr Indyk · Tal Wagner,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15497,East Exhibition Hall B + C,Density Estimation
Unconstrained Monotonic Neural Networks,Antoine Wehenkel · Gilles Louppe,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15497,East Exhibition Hall B + C,Density Estimation
Mutually Regressive Point Processes,Ifigeneia Apostolopoulou · Scott Linderman · Kyle Miller · Artur Dubrawski,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15498,East Exhibition Hall B + C,Dynamical Systems
Neural Networks with Cheap Differential Operators,Tian Qi Chen · David Duvenaud,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15498,East Exhibition Hall B + C,Dynamical Systems
Convergence Guarantees for Adaptive Bayesian Quadrature Methods,Motonobu Kanagawa · Philipp Hennig,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15499,East Exhibition Hall B + C,Kernel Methods
Globally Convergent Newton Methods for Ill-conditioned Generalized Self-concordant Losses,Ulysse Marteau-Ferey · Francis Bach · Alessandro Rudi,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15499,East Exhibition Hall B + C,Kernel Methods
Kernel Instrumental Variable Regression,Rahul Singh · Maneesh Sahani · Arthur Gretton,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15499,East Exhibition Hall B + C,Kernel Methods
Kernel Stein Tests for Multiple Model Comparison,Jen Ning Lim · Makoto Yamada · Bernhard Schölkopf · Wittawat Jitkrittum,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15499,East Exhibition Hall B + C,Kernel Methods
On Exact Computation with an Infinitely Wide Neural Net,Sanjeev Arora · Simon Du · Wei Hu · Zhiyuan Li · Russ Salakhutdinov · Ruosong Wang,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15499,East Exhibition Hall B + C,Kernel Methods
Solving Interpretable Kernel Dimensionality Reduction,Chieh Wu · Jared Miller · Yale Chang · Mario Sznaier · Jennifer Dy,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15499,East Exhibition Hall B + C,Kernel Methods
Missing Not at Random in Matrix Completion: The Effectiveness of Estimating Missingness Probabilities Under a Low Nuclear Norm Assumption,Wei Ma · George H Chen,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15500,East Exhibition Hall B + C,Missing Data
Aligning Visual Regions and Textual Concepts for Semantic-Grounded Image Representations,Fenglin Liu · Yuanxin Liu · Xuancheng Ren · Xiaodong He · Kai Lei · Xu Sun,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15501,East Exhibition Hall B + C,Representation Learning
Augmented Neural ODEs,Emilien Dupont · Arnaud Doucet · Yee Whye Teh,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15501,East Exhibition Hall B + C,Representation Learning
Beyond Vector Spaces: Compact Data Representation as Differentiable Weighted Graphs,Denis Mazur · Vage Egiazarian · Stanislav Morozov · Artem Babenko,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15501,East Exhibition Hall B + C,Representation Learning
Exact Rate-Distortion in Autoencoders via Echo Noise,Rob Brekelmans · Daniel Moyer · Aram Galstyan · Greg Ver Steeg,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15501,East Exhibition Hall B + C,Representation Learning
Information Competing Process for Learning Diversified Representations,Jie Hu · Rongrong Ji · ShengChuan Zhang · Xiaoshuai Sun · Qixiang Ye · Chia-Wen Lin · Qi Tian,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15501,East Exhibition Hall B + C,Representation Learning
Learning low-dimensional state embeddings and metastable clusters from time series data,Yifan Sun · Yaqi Duan · Hao Gong · Mengdi Wang,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15501,East Exhibition Hall B + C,Representation Learning
Learning Nonsymmetric Determinantal Point Processes,Mike Gartrell · Victor-Emmanuel Brunel · Elvis Dohmatob · Syrine Krichene,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15501,East Exhibition Hall B + C,Representation Learning
Provably Powerful Graph Networks,Haggai Maron · Heli Ben-Hamu · Hadar Serviansky · Yaron Lipman,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15501,East Exhibition Hall B + C,Representation Learning
Quaternion Knowledge Graph Embeddings,SHUAI ZHANG · Yi Tay · Lina Yao · Qi Liu,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15501,East Exhibition Hall B + C,Representation Learning
Semi-supervisedly Co-embedding Attributed Networks,Zaiqiao Meng · Shangsong Liang · Jinyuan Fang · Teng Xiao,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15501,East Exhibition Hall B + C,Representation Learning
A Direct tilde{O}(1/epsilon) Iteration Parallel Algorithm for Optimal Transport,Arun Jambulapati · Aaron Sidford · Kevin Tian,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15502,East Exhibition Hall B + C,Similarity and Distance Learning
Conditional Independence Testing using Generative Adversarial Networks,Alexis Bellot · Mihaela van der Schaar,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15502,East Exhibition Hall B + C,Similarity and Distance Learning
Generalized Sliced Wasserstein Distances,Soheil Kolouri · Kimia Nadjahi · Umut Simsekli · Roland Badeau · Gustavo Rohde,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15502,East Exhibition Hall B + C,Similarity and Distance Learning
Hyperspherical Prototype Networks,Pascal Mettes · Elise van der Pol · Cees Snoek,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15502,East Exhibition Hall B + C,Similarity and Distance Learning
Input Similarity from the Neural Network Perspective,Guillaume Charpiat · Nicolas Girard · Loris Felardos · Yuliya Tarabalka,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15502,East Exhibition Hall B + C,Similarity and Distance Learning
Landmark Ordinal Embedding,Nikhil Ghosh · Yuxin Chen · Yisong Yue,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15502,East Exhibition Hall B + C,Similarity and Distance Learning
Tree-Sliced Variants of Wasserstein Distances,Tam Le · Makoto Yamada · Kenji Fukumizu · Marco Cuturi,Algorithms,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15502,East Exhibition Hall B + C,Similarity and Distance Learning
Communication-efficient Distributed SGD with Sketching,Nikita Ivkin · Daniel Rothchild · Enayat Ullah · Vladimir braverman · Ion Stoica · Raman Arora,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15503,East Exhibition Hall B + C,Communication- or Memory-Bounded Learning
Order Optimal One-Shot Distributed Learning,Arsalan Sharifnassab · Saber Salehkaleybar · S. Jamaloddin Golestani,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15503,East Exhibition Hall B + C,Communication- or Memory-Bounded Learning
Approximating Interactive Human Evaluation with Self-Play for Open-Domain Dialog Systems,Asma Ghandeharioun · Judy Hanwen Shen · Natasha Jaques · Craig Ferguson · Noah Jones · Agata Lapedriza · Rosalind Picard,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15504,East Exhibition Hall B + C,Dialog- or Communication-Based Learning
Game Design for Eliciting Distinguishable Behavior,Fan Yang · Liu Leqi · Yifan Wu · Zachary Lipton · Pradeep Ravikumar · Tom M Mitchell · William Cohen,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15505,East Exhibition Hall B + C,Game Playing
"Adversarial Examples Are Not Bugs, They Are Features",Andrew Ilyas · Shibani Santurkar · Dimitris Tsipras · Logan Engstrom · Brandon Tran · Aleksander Madry,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Average-Case Averages: Private Algorithms for Smooth Sensitivity and Mean Estimation,Mark Bun · Thomas Steinke,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Capacity Bounded Differential Privacy,Kamalika Chaudhuri · Jacob Imola · Ashwin Machanavajjhala,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Differentially Private Anonymized Histograms,Ananda Theertha Suresh,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Differentially Private Bagging: Improved utility and cheaper privacy than subsample-and-aggregate,James Jordon · Jinsung Yoon · Mihaela van der Schaar,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Differentially Private Bayesian Linear Regression,Garrett Bernstein · Daniel Sheldon,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Efficiently Estimating Erdos-Renyi Graphs with Node Differential Privacy,Jonathan Ullman · Adam Sealfon,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Locally Private Gaussian Estimation,Matthew Joseph · Janardhan Kulkarni · Jieming Mao · Steven Wu,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Minimax Optimal Estimation of Approximate Differential Privacy on Neighboring Databases,Xiyang Liu · Sewoong Oh,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Differentially Private Algorithms for Learning Mixtures of Separated Gaussians,Gautam Kamath · Or Sheffet · Vikrant Singhal · Jonathan Ullman,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
